adjusted_rand_score,silhouette,calinski_harabasz,eigengap,adjusted_rand_score_old,ari_silhouette_old,ari_calinski_old,ari_eigengap_old,adjusted_rand_score_new,ari_silhouette_new,ari_calinski_new,ari_eigengap_new,ari_silhouette,ari_calinski,ari_eigengap,no_clusters_2,no_clusters_3,no_clusters_4,no_clusters_5,score_path,parameters
0.8129726777782036,0.6972180209350332,0.6565726958403345,0.5754762506995857,0.6972180209350332,0.6565726958403345,0.5754762506995857,0.8133512988510562,0.5698599182716911,0.5420821404939135,0.6181609875614743,0.8064202535173305,0.6597131479679782,0.6127661083971843,0.5653832803748227,0.581591485072576,0.5828092869583151,0.5640966132980165,0.4732971895399618,rusemshift-finetune,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.8429809838321066,0.6944952620286667,0.6993671245917672,0.6003568897823307,0.6944952620286667,0.6993671245917672,0.6003568897823307,0.804281663462774,0.6182679356544251,0.6130376359529007,0.6584476186011142,0.8205841014746343,0.6590039172926611,0.6887332326774329,0.5627453788633102,0.65932034208096,0.5971954635713533,0.5217646487086133,0.4533152538559268,rusemshift-train,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.7794367909142254,0.7093317601409336,0.6924552001227807,0.5338961233537644,0.7093317601409336,0.6924552001227807,0.5338961233537644,0.8234143537085704,0.6812905427959337,0.6535127650181559,0.6305084885100775,0.8259453499934916,0.7002360547180863,0.6844953139773454,0.5975685376215127,0.6346125065662152,0.5575102780525892,0.4396428859429585,0.3847303909489265,ru-ru,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.8638547385164762,0.7570612960250238,0.7279862186986518,0.6057869988588437,0.7570612960250238,0.7279862186986518,0.6057869988588437,0.850945568127488,0.6419314715541816,0.5752844852116296,0.6340626309321792,0.8633355525777905,0.7666383781827849,0.7416963981483105,0.6079762638834313,0.7202422267849848,0.6469834017832203,0.5223011149904099,0.440724937929544,en-en,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.40773642700774054,0.28443216407273336,0.29045447445838923,0.10620403840801651,0.28443216407273336,0.29045447445838923,0.10620403840801651,0.5432551011083805,0.28651470388585326,0.2695713476977318,0.3672316384180791,0.5492504809475682,0.4160666191923775,0.4063525248285494,0.2624995037910365,0.2745411827819096,0.23034567695402727,0.18208735947780808,0.12384287277836505,rusemshift-finetune,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.4088940730344676,0.30227400459657466,0.3291790861083065,0.10620403840801651,0.30227400459657466,0.3291790861083065,0.10620403840801651,0.5259606986986022,0.1854348266528775,0.30363854415774916,0.3672316384180791,0.5543243979029612,0.35554835074605523,0.39655909422519625,0.2624995037910365,0.3187949961665613,0.20670732007666479,0.12330076118839717,0.06721038756586907,rusemshift-train,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.3914584208234202,0.2537049365219636,0.2547715575532487,0.09734860578969774,0.2537049365219636,0.2547715575532487,0.09734860578969774,0.6017589663061814,0.3822779257888788,0.3571456506566037,0.35215946843853824,0.5185976682638639,0.22577149683000552,0.21990295222906653,0.26691266912669126,0.2582102898182647,0.18571063295168197,0.1610438663592162,0.11500862128523881,ru-ru,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.5040284740717337,0.37137334098473535,0.37137334098473535,0.06703576627157413,0.37137334098473535,0.37137334098473535,0.06703576627157413,0.658111443882972,0.4575484492219599,0.4575484492219599,0.3333333333333333,0.5243886053466459,0.35931147434389027,0.35931147434389027,0.22116333580064151,0.35455273614509825,0.22919529507982708,0.1649706858558273,0.1307318412765098,en-en,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.6383860477886812,0.5367511538836606,0.5386479002470757,0.25468039185820984,0.5367511538836606,0.5386479002470757,0.25468039185820984,0.6570766547714434,0.4134217833542488,0.45508845002091536,0.4574687125669267,0.661936867255398,0.5736428229870397,0.5501236602511907,0.359919084102261,0.5386479002470757,0.37557714866811254,0.31039268042340656,0.22531692738045983,rusemshift-finetune,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.5254935921802009,0.447524014527813,0.44351358259839363,0.21298561875976754,0.447524014527813,0.44351358259839363,0.21298561875976754,0.6476226417184335,0.4458922151475027,0.46242660668189434,0.4341484614324631,0.5919600164861255,0.3964874986287262,0.39437838452015733,0.321550276417968,0.4398491389032431,0.28911602336571707,0.22306438310510782,0.21322719526335818,rusemshift-train,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.6218951827794029,0.5000925979684414,0.5023770895192549,0.2640999061441433,0.5000925979684414,0.5023770895192549,0.2640999061441433,0.7357724226850002,0.5199793637308088,0.5199793637308088,0.4415930422214251,0.6790546732778674,0.48760608501000746,0.4896971227194265,0.38813284395305764,0.4936314552469175,0.38163090912569403,0.33117449625895573,0.20026061127141673,ru-ru,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
