adjusted_rand_score,silhouette,calinski_harabasz,eigengap,ari_silhouette,ari_calinski,ari_eigengap,no_clusters_2,no_clusters_3,no_clusters_4,no_clusters_5,score_path,parameters
0.6146021856122679,0.2870116489559444,0.3257852649561384,0.4291451899230836,0.2870116489559444,0.3257852649561384,0.4291451899230836,0.21074924505896742,0.26082577596187095,0.23802592530143185,0.19827401594343189,rusemshift-finetune,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.6843314382701532,0.39292242094326063,0.39884526370977214,0.43531644678091386,0.39292242094326063,0.39884526370977214,0.43531644678091386,0.28006005435755305,0.2856989167962402,0.28344419897174017,0.2515513915596385,rusemshift-train,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.7515762287126005,0.449619321492252,0.4952213573039634,0.41298881531943077,0.449619321492252,0.4952213573039634,0.41298881531943077,0.2811271690705635,0.3760232108068588,0.28462279378404426,0.2398147613399174,ru-ru,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7109958953781979,0.4028477855188009,0.4499636561289006,0.44455863321176575,0.4028477855188009,0.4499636561289006,0.44455863321176575,0.3310496085608723,0.3371774736981001,0.283415031946075,0.266164568820148,en-en,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.6597588912710581,0.3673118926888552,0.3692715308286269,0.33783735137382176,0.3673118926888552,0.3692715308286269,0.33783735137382176,0.3651760892331854,0.23029473797235436,0.12963081196548545,0.11456496466666034,rusemshift-finetune,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.6724945887354202,0.3645070029127713,0.36901801592175626,0.3055901124644287,0.3645070029127713,0.36901801592175626,0.3055901124644287,0.364121527003777,0.3657821737243432,0.1705984307967192,0.12324938804192657,rusemshift-train,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.6497331368112366,0.3859393316471724,0.3769561932062371,0.31778196669808356,0.3859393316471724,0.3769561932062371,0.31778196669808356,0.3841890041004971,0.22270505986694256,0.1661578575432006,0.14564504072057013,ru-ru,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7434069230851312,0.48179870447092704,0.48589414606636855,0.2761153000314169,0.48179870447092704,0.48589414606636855,0.2761153000314169,0.48179870447092704,0.3078034579473442,0.18413619767874131,0.09338204968629442,en-en,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.7134224558591397,0.3781124637795153,0.43263420788137125,0.45749103463824836,0.3781124637795153,0.43263420788137125,0.45749103463824836,0.33793497786619575,0.3454704956141191,0.23569409702612468,0.2192847764533075,rusemshift-finetune,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.7910925211063634,0.5318843480797323,0.5318843480797323,0.41312296517495595,0.5318843480797323,0.5318843480797323,0.41312296517495595,0.4602113127550444,0.40288824351312646,0.2816908796723524,0.22996415092644962,rusemshift-train,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.7787228686209405,0.49511519218324623,0.4896279304332607,0.40901716141747996,0.49511519218324623,0.4896279304332607,0.40901716141747996,0.415517769284766,0.3128986989257422,0.2906928215739953,0.2968636086869024,ru-ru,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7705459455570187,0.44501625652478377,0.46743155365594324,0.44172544600217867,0.44501625652478377,0.46743155365594324,0.44172544600217867,0.4165236094659603,0.3905368546969297,0.24736765104263903,0.24727001907338986,en-en,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.6146370428808897,0.30788222108303603,0.33127104912120076,0.38678342527722637,0.30788222108303603,0.33127104912120076,0.38678342527722637,0.19130742366237397,0.27582617499802786,0.23148045525557903,0.19737569804875088,rusemshift-finetune,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.7154482740710897,0.389835797098856,0.42739315828375135,0.44615761217169286,0.389835797098856,0.42739315828375135,0.44615761217169286,0.34108152798470653,0.3476644943742219,0.2945449423227387,0.22309231103392016,rusemshift-train,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.7277501605766862,0.4350232168551935,0.4652610817905983,0.42645183827192196,0.4350232168551935,0.4652610817905983,0.42645183827192196,0.2972406217362104,0.366444861793439,0.31078346594038436,0.19606994512916262,ru-ru,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7059247363776479,0.3846329374662254,0.45383902943015864,0.4188695139100352,0.3846329374662254,0.45383902943015864,0.4188695139100352,0.3334753999449956,0.33873329307713984,0.273479439300411,0.27822927323982866,en-en,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.5980224856084845,0.2935736126889033,0.33061140689086227,0.41715665700361565,0.2935736126889033,0.33061140689086227,0.41715665700361565,0.17840258593542954,0.25871515615170715,0.2672733429729424,0.18836646128656087,rusemshift-finetune,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
