spearman_r1,spearman_r2,spearman_r3,spearman_r4,spearman_r5
0.8962818215792827,0.8823657525397208,0.8806262439097756,0.8823657525397208,0.8823657525397208
0.8832355068546934,0.8971515758942553,0.8832355068546934,0.8971515758942553,0.8971515758942553
0.8849750154846386,0.8849750154846386,0.8849750154846386,0.8849750154846386,0.8397477911060626
0.8423570540509805,0.8875842784295567,0.8014786012472673,0.8432268083659531,0.8423570540509805
0.8293107393263911,0.8180039332317471,0.8180039332317471,0.8293107393263911,0.8293107393263911
0.8554033687755697,0.8623614032953507,0.8353990195311994,0.8527941058306518,0.8527941058306518
0.7755057829778373,0.7755057829778373,0.7755057829778373,0.7755057829778373,0.7755057829778373
0.7755057829778373,0.7755057829778373,0.7755057829778373,0.7755057829778373,0.7755057829778373
0.7684279372783079,0.7719069545381985,0.7684279372783079,0.7684279372783079,0.7684279372783079
0.8752724258165631,0.8683068158622906,0.8683068158622906,0.8683068158622906,0.8683068158622906
0.8778845295494155,0.8778845295494155,0.8778845295494155,0.8778845295494155,0.8778845295494155
0.824771753648087,0.824771753648087,0.8256424548923712,0.824771753648087,0.824771753648087
0.13891455761938523,0.13891455761938523,0.13891455761938523,0.13891455761938523,0.13891455761938523
0.13891455761938523,0.13891455761938523,0.13891455761938523,0.13891455761938523,0.13891455761938523
0.13891455761938523,0.13891455761938523,0.13891455761938523,0.13891455761938523,0.13891455761938523
0.10065275280487097,0.10065275280487097,0.10065275280487097,0.10065275280487097,0.10065275280487097
0.10065275280487097,0.10065275280487097,0.10065275280487097,0.10065275280487097,0.10065275280487097
0.018370576036854283,0.018370576036854283,0.018370576036854283,0.018370576036854283,0.018370576036854283
0.018370576036854283,0.018370576036854283,0.018370576036854283,0.018370576036854283,0.018370576036854283
0.018370576036854283,0.018370576036854283,0.018370576036854283,0.018370576036854283,0.018370576036854283
0.018370576036854283,0.018370576036854283,0.018370576036854283,0.018370576036854283,0.018370576036854283
0.3509244624818474,0.3509244624818474,0.3509244624818474,0.3509244624818474,0.3509244624818474
0.3509244624818474,0.3509244624818474,0.3509244624818474,0.3509244624818474,0.3509244624818474
0.21334026319796245,0.21334026319796245,0.21334026319796245,0.21334026319796245,0.21334026319796245
0.36998797558618696,0.36998797558618696,0.36998797558618696,0.36998797558618696,0.36998797558618696
0.36998797558618696,0.36998797558618696,0.36998797558618696,0.36998797558618696,0.36998797558618696
0.3466813993546899,0.3466813993546899,0.3466813993546899,0.3418259175710108,0.3418259175710108
0.2829908029483538,0.2829908029483538,0.2829908029483538,0.2829908029483538,0.2829908029483538
0.2829908029483538,0.2829908029483538,0.2829908029483538,0.2829908029483538,0.2829908029483538
0.279990900443601,0.2829908029483538,0.2829908029483538,0.2829908029483538,0.2829908029483538
0.3630835788116742,0.3630835788116742,0.3630835788116742,0.3630835788116742,0.3630835788116742
0.361187581011091,0.361187581011091,0.361187581011091,0.361187581011091,0.361187581011091
0.3630835788116742,0.3630835788116742,0.3630835788116742,0.3630835788116742,0.3630835788116742
0.159169881996786,0.159169881996786,0.159169881996786,0.159169881996786,0.159169881996786
0.159169881996786,0.159169881996786,0.159169881996786,0.159169881996786,0.159169881996786
0.47257745179535143,0.47257745179535143,0.47257745179535143,0.47257745179535143,0.47257745179535143
0.67186251863291,0.67186251863291,0.67186251863291,0.67186251863291,0.67186251863291
0.67186251863291,0.67186251863291,0.67186251863291,0.6664460925505485,0.67186251863291
0.641887673372625,0.6356340704309292,0.6356340704309292,0.641887673372625,0.6436744170702523
0.58068601291316,0.58068601291316,0.58068601291316,0.58068601291316,0.58068601291316
0.5698531607484372,0.5698531607484372,0.5698531607484372,0.5698531607484372,0.5698531607484372
0.5915188650778828,0.5915188650778828,0.5915188650778828,0.5915188650778828,0.5915188650778828
0.3534218018740803,0.3534218018740803,0.3534218018740803,0.3534218018740803,0.3534218018740803
0.3534218018740803,0.3534218018740803,0.3534218018740803,0.3534218018740803,0.3534218018740803
0.3624491786780159,0.3624491786780159,0.3624491786780159,0.3624491786780159,0.3624491786780159
0.5477625913554837,0.5477625913554837,0.5477625913554837,0.5477625913554837,0.5477625913554837
0.5477625913554837,0.5477625913554837,0.5477625913554837,0.5477625913554837,0.5477625913554837
0.5209143033758568,0.5209143033758568,0.5209143033758568,0.5209143033758568,0.5209143033758568
0.8491840765239574,0.8491840765239574,0.8491840765239574,0.8491840765239574,0.8491840765239574
0.8396084488030312,0.8396084488030312,0.8339501233315749,0.8339501233315749,0.8396084488030312
0.8977816441931273,0.8977816441931273,0.8995215311004784,0.8977816441931273,0.8977816441931273
0.6164322696216975,0.6164322696216975,0.6164322696216975,0.6164322696216975,0.6164322696216975
0.6164322696216975,0.6164322696216975,0.6164322696216975,0.6164322696216975,0.6164322696216975
0.5716153668724931,0.5716153668724931,0.5716153668724931,0.5716153668724931,0.5716153668724931
0.7077808338400308,0.6851179007367785,0.7077808338400308,0.6851179007367785,0.6851179007367785
0.7077808338400308,0.6851179007367785,0.7077808338400308,0.7077808338400308,0.6851179007367785
0.7953903210424591,0.7719069545381985,0.7719069545381985,0.7719069545381985,0.7719069545381985
0.8049699508020546,0.8049699508020546,0.8049699508020546,0.8006116944360445,0.8049699508020546
0.7538828821801569,0.7538828821801569,0.7630552695067985,0.7582506856690339,0.7538828821801569
0.8152341236952191,0.8152341236952191,0.8152341236952191,0.8152341236952191,0.8152341236952191
0.9112464866463283,0.9112464866463283,0.9112464866463283,0.9147270175096229,0.9112464866463283
0.9112464866463283,0.9112464866463283,0.9112464866463283,0.9112464866463283,0.9112464866463283
0.9051761635493693,0.9051761635493693,0.9051761635493693,0.9051761635493693,0.9051761635493693
0.861491648980378,0.861491648980378,0.861491648980378,0.861491648980378,0.861491648980378
0.861491648980378,0.861491648980378,0.861491648980378,0.861491648980378,0.861491648980378
0.8414872997360077,0.8414872997360077,0.8414872997360077,0.8519243515156792,0.8410524225785214
0.7629404088734232,0.8116572422792517,0.7629404088734232,0.7629404088734232,0.8116572422792517
0.8116572422792517,0.8116572422792517,0.8116572422792517,0.8116572422792517,0.8116572422792517
0.8393129139485762,0.844531439838412,0.8384431596336036,0.8597521403504329,0.8393129139485762
0.7499457528707222,0.7499457528707222,0.7625681712301249,0.7625681712301249,0.7499457528707222
0.7625681712301249,0.7499457528707222,0.7625681712301249,0.7629519653039181,0.7625681712301249
0.771155119398719,0.771155119398719,0.7603305785123966,0.7690300130491518,0.7698999565028273
0.8625489343192693,0.8468899521531099,0.8625489343192693,0.8660287081339713,0.8625489343192693
0.8625489343192693,0.8625489343192693,0.8625489343192693,0.8468899521531099,0.8625489343192693
0.8651587646802958,0.8651587646802958,0.8651587646802958,0.8242714223575467,0.8651587646802958
0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8421052631578948
0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8421052631578948
0.8280061078539322,0.8293107393263911,0.8280061078539322,0.8293107393263911,0.8293107393263911
0.8088715129245346,0.8088715129245346,0.8088715129245346,0.8088715129245346,0.8088715129245346
0.8088715129245346,0.8088715129245346,0.8088715129245346,0.8088715129245346,0.8088715129245346
0.8562731230905422,0.8458360713108709,0.8484453342557887,0.836268773846172,0.8040878641921851
0.8349641423737132,0.8349641423737132,0.8349641423737132,0.8340943880587405,0.8349641423737132
0.8349641423737132,0.8545336144605971,0.8410524225785214,0.8545336144605971,0.8349641423737132
0.8306153707988501,0.8306153707988501,0.8306153707988501,0.8314851251138226,0.8314851251138226
0.877337973031753,0.877337973031753,0.877337973031753,0.877337973031753,0.877337973031753
0.877337973031753,0.877337973031753,0.877337973031753,0.877337973031753,0.877337973031753
0.8442801217920833,0.8442801217920833,0.8442801217920833,0.8442801217920833,0.8442801217920833
0.8336595109012542,0.8336595109012542,0.8336595109012542,0.8336595109012542,0.8336595109012542
0.8301804936413638,0.8301804936413638,0.8301804936413638,0.8214829504916376,0.8301804936413638
0.8058273728221305,0.8040878641921851,0.8058273728221305,0.8040878641921851,0.8040878641921851
0.7888671636801644,0.8114807758694524,0.8062622499796168,0.7888671636801644,0.8062622499796168
0.8062622499796168,0.8062622499796168,0.8062622499796168,0.8062622499796168,0.8114807758694524
0.7845183921053014,0.7845183921053014,0.8454011941533845,0.7871276550502193,0.8454011941533845
0.8719008264462809,0.8719008264462809,0.884080034797738,0.8719008264462809,0.8719008264462809
0.880600260983036,0.8719008264462809,0.8719008264462809,0.8719008264462809,0.8719008264462809
0.8714658547194432,0.8714658547194432,0.8714658547194432,0.8714658547194432,0.8836450630709003
0.8019134784047537,0.8019134784047537,0.8019134784047537,0.8019134784047537,0.8019134784047537
0.8660287081339713,0.8660287081339713,0.8660287081339713,0.8660287081339713,0.8660287081339713
