adjusted_rand_score,silhouette,calinski_harabasz,eigengap,ari_silhouette,ari_calinski,ari_eigengap,no_clusters_2,no_clusters_3,no_clusters_4,no_clusters_5,score_path,parameters
0.8029095551359178,0.3938759503549472,0.3817987678339447,0.671275150021934,0.3938759503549472,0.3817987678339447,0.671275150021934,0.29831233247487826,0.2901429510421873,0.24771646500838662,0.18328453331958097,rusemshift-finetune,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.7862330367187426,0.33684046135344875,0.3281899579833332,0.6081944143237398,0.33684046135344875,0.3281899579833332,0.6081944143237398,0.28738319331890294,0.2727340727417162,0.21470424922811546,0.19734423530873238,rusemshift-train,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.7983788760576822,0.4021725814245683,0.40503335701261656,0.588339571273294,0.4021725814245683,0.40503335701261656,0.588339571273294,0.32091514408363203,0.33713403231205086,0.21136361532368853,0.14138158723114427,ru-ru,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7747875226941857,0.418979216827144,0.34855262633645046,0.5620818547256529,0.418979216827144,0.34855262633645046,0.5620818547256529,0.3490529301052052,0.2243839255520255,0.14673956978618272,0.13804794763876846,en-en,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.7237342561977028,0.3620787899696162,0.3659839417507305,0.4460708782742681,0.3620787899696162,0.3659839417507305,0.4460708782742681,0.3433681230981808,0.18657694846479025,0.11881435248374893,0.12910851446188137,rusemshift-finetune,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.8306601573318578,0.4731235409609784,0.4434625785758376,0.4915254237288135,0.4731235409609784,0.4434625785758376,0.4915254237288135,0.40388498607214024,0.22645403894807015,0.13778027496832862,0.11893813945419744,rusemshift-train,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.700020983449214,0.3163924575230693,0.3002027751741791,0.4915254237288135,0.3163924575230693,0.3002027751741791,0.4915254237288135,0.2900264193961469,0.20137681783403924,0.13264817930979292,0.10209639277190968,ru-ru,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.8054708037204462,0.4584250160160996,0.4158312461496024,0.4915254237288135,0.4584250160160996,0.4158312461496024,0.4915254237288135,0.3950899130545353,0.20557779030099307,0.15539523576762426,0.14272816946257658,en-en,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.7783359234414935,0.39572820776480594,0.37392358391526775,0.700889230653596,0.39572820776480594,0.37392358391526775,0.700889230653596,0.316278229857064,0.2709320745302706,0.21208771553796893,0.16410748035201161,rusemshift-finetune,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.8461361100955727,0.4309071323552896,0.420382662357288,0.6118147611104888,0.4309071323552896,0.420382662357288,0.6118147611104888,0.35835018667782736,0.33637498895480894,0.25092451833727386,0.1677795192339535,rusemshift-train,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.7816429422400945,0.41861494867497656,0.41930202123916244,0.603850234854506,0.41861494867497656,0.41930202123916244,0.603850234854506,0.3817378085135213,0.27113984807035413,0.20155224068860003,0.14269905877529024,ru-ru,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7642148661248506,0.41205984372389326,0.4030416680099251,0.5918113631756515,0.41205984372389326,0.4030416680099251,0.5918113631756515,0.3380474178521094,0.20701316301380526,0.18032374086038308,0.15655226186513096,en-en,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.819567137509456,0.4036264634653452,0.3915492809443426,0.671275150021934,0.4036264634653452,0.3915492809443426,0.671275150021934,0.29831233247487826,0.31925691935925515,0.25364987366111685,0.16200186464294428,rusemshift-finetune,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.7635819920463413,0.31278028686635817,0.341594056608859,0.6085649445045057,0.31278028686635817,0.341594056608859,0.6085649445045057,0.2800264263864483,0.237497318139814,0.200367061619565,0.1730775668396227,rusemshift-train,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.6633492258877511,0.2997895064192713,0.3120250512789856,0.5506534954722772,0.2997895064192713,0.3120250512789856,0.5506534954722772,0.2234500676676625,0.1823246996646464,0.1352677981857153,0.13311103171285216,ru-ru,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7738667619906188,0.3636899772549603,0.364904040969024,0.43743782945923243,0.3636899772549603,0.364904040969024,0.43743782945923243,0.31443249468315443,0.16745311559548326,0.14880696490802983,0.12489451803924367,en-en,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.7716781526740853,0.36185610303965254,0.37391200863021157,0.509050361762626,0.36185610303965254,0.37391200863021157,0.509050361762626,0.28321466277375545,0.2386795705864455,0.21095696371851944,0.15048274257142683,rusemshift-finetune,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.7636991029594914,0.34884247811492597,0.34884247811492597,0.4739693559704417,0.34884247811492597,0.34884247811492597,0.4739693559704417,0.3194590801489478,0.21248111760473745,0.15540652270447222,0.15614991169979317,rusemshift-train,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
