adjusted_rand_score,parameters,model_hyperparameters,adjusted_rand_score_old,adjusted_rand_score_new
0.6471423150538681,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-geometric'},0.5978894074200872,0.5686811334334693
0.6346457037308929,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-poisson'},0.5708755534454489,0.544029594243955
0.6093540784085488,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-binomial'},0.5486880346697555,0.4911451094871118
0.6170641209983182,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-geometric'},0.6414055251595064,0.4610492364601631
0.6111630241781031,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-poisson'},0.6414055251595064,0.4586442340551607
0.584374792052749,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-binomial'},0.5393398104617099,0.42141904485917325
0.5871359679744256,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-geometric'},0.47699127688036486,0.5200211433120548
0.5871359679744256,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-poisson'},0.47699127688036486,0.5200211433120548
0.6058528078705351,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-binomial'},0.46347452709510634,0.5146264433384714
0.6282141691891888,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-geometric'},0.5340799097887293,0.5600476797514192
0.6257389853786902,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-poisson'},0.5232771137624492,0.5678620701775787
0.5989305749725226,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}",{'distribution': 'discrete-binomial'},0.514415236049509,0.47290327133589694
0.1724568909909231,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-geometric'},0.4178206769804973,0.30193928398777814
0.1724568909909231,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-poisson'},0.4178206769804973,0.30193928398777814
0.16528503391411198,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}",{'distribution': 'discrete-binomial'},0.4171327039990726,0.28831239632778843
0.10688370539044913,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-geometric'},0.3672316384180791,0.2794748124330118
0.10688370539044913,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-poisson'},0.3672316384180791,0.2794748124330118
0.1269781643860389,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}",{'distribution': 'discrete-binomial'},0.40438749469432733,0.27908777871517004
0.12502700590712276,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-geometric'},0.3993363541562127,0.2753644876748929
0.12502700590712276,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-poisson'},0.3993363541562127,0.2753644876748929
0.12022762926000334,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}",{'distribution': 'discrete-binomial'},0.39579604914531946,0.26631120878563996
