adjusted_rand_score,silhouette,calinski_harabasz,eigengap,ari_silhouette,ari_calinski,ari_eigengap,no_clusters_2,no_clusters_3,no_clusters_4,no_clusters_5,score_path,parameters
0.7925173326809397,0.3904278007601812,0.3696876058573393,0.6411949361181908,0.3904278007601812,0.3696876058573393,0.6411949361181908,0.33650492110840763,0.24751916926273546,0.24401235143463387,0.16528365330818665,rusemshift-finetune,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.7639907282290992,0.33684046135344875,0.32390468097078345,0.6109490561319855,0.33684046135344875,0.32390468097078345,0.6109490561319855,0.28738319331890294,0.2283733021184717,0.21557966753366545,0.1694133907199948,rusemshift-train,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.7974138409598058,0.4021725814245683,0.4007480800000669,0.588339571273294,0.4021725814245683,0.4007480800000669,0.588339571273294,0.32091514408363203,0.32926098479737353,0.21916930541910784,0.13437688190252803,ru-ru,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7755960618238926,0.42115291985100645,0.4274561599022169,0.5642555577495152,0.42115291985100645,0.4274561599022169,0.5642555577495152,0.3490529301052052,0.2076961481023715,0.146769093985727,0.09679211062766689,en-en,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.7103610663687476,0.35388746007803884,0.3628190242279093,0.4460708782742681,0.35388746007803884,0.3628190242279093,0.4460708782742681,0.3184982929197904,0.17568909044140427,0.12920486254312394,0.09672569573383548,rusemshift-finetune,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.816281678667665,0.4731235409609784,0.48463184701783335,0.4915254237288135,0.4731235409609784,0.48463184701783335,0.4915254237288135,0.40388498607214024,0.21440195613040225,0.12900894110056516,0.06821557473781459,rusemshift-train,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.6976293853643609,0.31856616054693176,0.32342359765203654,0.4915254237288135,0.31856616054693176,0.32342359765203654,0.4915254237288135,0.274657869390243,0.20060767167635718,0.09574745721035825,0.06356346902959707,ru-ru,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7908240492652922,0.460598719039962,0.45917421761546057,0.4915254237288135,0.460598719039962,0.45917421761546057,0.4915254237288135,0.3797213630486314,0.18199769075922398,0.12349311570142853,0.11662654781308252,en-en,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.7722221688939638,0.39572820776480594,0.3696383069027181,0.700889230653596,0.39572820776480594,0.3696383069027181,0.700889230653596,0.316278229857064,0.25404251143135265,0.2193696787470624,0.1046470849922128,rusemshift-finetune,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.8317576314313797,0.43306677456545106,0.41825702755489974,0.5978088461887066,0.43306677456545106,0.41825702755489974,0.5978088461887066,0.35835018667782736,0.30184665191715093,0.2303278821694648,0.13829008446843527,rusemshift-train,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.7871856992448397,0.41861494867497656,0.4171904472504751,0.603850234854506,0.41861494867497656,0.4171904472504751,0.603850234854506,0.3663692585076174,0.2930504104061438,0.1980348277153151,0.12017194800951593,ru-ru,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7601945028625138,0.41677530341890284,0.35801730523783953,0.593985066199514,0.41677530341890284,0.35801730523783953,0.593985066199514,0.3403773614673276,0.21837218638011943,0.18133984698297886,0.1088271124772951,en-en,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.8041654949696426,0.400178313870579,0.3794381189677372,0.6411949361181908,0.400178313870579,0.3794381189677372,0.6411949361181908,0.33650492110840763,0.2770764461384168,0.253521716630108,0.15764521410527585,rusemshift-finetune,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.7571071026204721,0.28711426316066657,0.3485293540107841,0.5951638455271427,0.28711426316066657,0.3485293540107841,0.5951638455271427,0.2800264263864483,0.24001986427123323,0.17181549787345538,0.18794845326409484,rusemshift-train,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.6636450122450216,0.3006041040080624,0.3143194368618737,0.5580335692730152,0.3006041040080624,0.3143194368618737,0.5580335692730152,0.2241967821240544,0.18121671980064555,0.15279110425623488,0.11850946377934318,ru-ru,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.7820536273924076,0.35842399735110664,0.38520629779874455,0.4308111403495671,0.35842399735110664,0.38520629779874455,0.4308111403495671,0.3285553309051811,0.16745311559548326,0.15307943926092368,0.16637683866596675,en-en,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.7763858957199828,0.381083352267922,0.376624923341107,0.5020645439956218,0.381083352267922,0.376624923341107,0.5020645439956218,0.28378924063491867,0.22317397894592586,0.18781719159057905,0.16316034166981128,rusemshift-finetune,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.7610575559100496,0.3352144227176226,0.35317691639894855,0.47791596616985893,0.3352144227176226,0.35317691639894855,0.47791596616985893,0.3194590801489478,0.20853624068489737,0.15875292298420976,0.13723429525447936,rusemshift-train,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.6335187594386366,0.2467529290781778,0.23446383202409968,0.3190554181243538,0.2467529290781778,0.23446383202409968,0.3190554181243538,0.2167969051495711,0.13833512979932813,0.13045403272483763,0.09423818095045582,ru-ru,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.6610104528891632,0.23182433232201366,0.2556965456027789,0.4129655384453329,0.23182433232201366,0.2556965456027789,0.4129655384453329,0.21317720882590052,0.16804859348383314,0.12314340007187728,0.094707374386172,en-en,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.6516180415614972,0.19481883380468765,0.25367512691605615,0.33036499382239676,0.19481883380468765,0.25367512691605615,0.33036499382239676,0.17234484049778998,0.154523994568778,0.12447357297251964,0.11245992261657073,rusemshift-finetune,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.6547451742873082,0.23966589953001483,0.255177750433728,0.3167138811575732,0.23966589953001483,0.255177750433728,0.3167138811575732,0.21113199444297728,0.1525188379757222,0.12367869149663625,0.1353454604087681,rusemshift-train,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
0.6244797037026498,0.21845120141605517,0.22356753519427547,0.157989141670473,0.21845120141605517,0.22356753519427547,0.157989141670473,0.19243026159532448,0.12404245185157965,0.11979585678378073,0.07766546527257104,ru-ru,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'ru-ru'}"
0.6783386569764005,0.21847889975522253,0.2340203129051541,0.2719723855787043,0.21847889975522253,0.2340203129051541,0.2719723855787043,0.23568471663986532,0.16026146097354546,0.1357786256818081,0.10955287735092956,en-en,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'en-en'}"
0.5939062393412883,0.14461800211660533,0.1587562234486268,0.28721119580919846,0.14461800211660533,0.1587562234486268,0.28721119580919846,0.17408744325778033,0.1129904285503573,0.07110128271096344,0.08121116615349765,rusemshift-finetune,"{'binarize': True, 'percentile': 6, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}"
0.6544139159285384,0.18420947122292547,0.18494132123398455,0.30042466087516245,0.18420947122292547,0.18494132123398455,0.30042466087516245,0.18592740645881986,0.15069975578209435,0.13717314418644885,0.11102233732217644,rusemshift-train,"{'binarize': True, 'percentile': 6, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}"
